order_id,customer_country,shipping_date,delivery_date,order_status,shipping_provider
4d27705f,DE,2023-02-24,2023-02-26,delivered,Aramex
51ae2bc3,UK,2023-04-07,2023-04-19,delayed,Aramex
fcdf09b3,SG,2023-10-10,,cancelled,DHL
c630125c,FR,2023-04-12,2023-04-14,delivered,Aramex
a293a5e1,UK,2023-05-02,,cancelled,Aramex
bf1d9fea,FR,2023-12-05,2023-12-10,delivered,FedEx
a8b0ad6c,US,2023-10-10,2023-10-15,delivered,UPS
7f9e5e8a,UK,2023-01-09,,cancelled,BlueDart
63aca445,IN,2023-02-13,2023-02-19,delivered,FedEx
0e7fce3c,UK,2023-03-26,2023-03-30,delivered,FedEx
9ec57065,DE,2023-02-18,2023-03-01,delayed,Aramex
cf76e2b4,AU,2023-08-15,2023-08-21,delivered,BlueDart
f3659d02,FR,2023-10-20,2023-10-27,delivered,FedEx
5ece8685,DE,2023-11-07,2023-11-09,delivered,DHL
549fbcca,DE,2023-03-18,2023-03-20,delivered,BlueDart
a3dfbf7c,BR,2023-12-20,2023-12-22,delivered,DHL
36e77e9f,FR,2023-12-10,2023-12-25,delayed,FedEx
141b739e,DE,2023-05-26,2023-06-06,delayed,BlueDart
dc72ffef,IN,2023-09-08,2023-09-12,delivered,DHL
71f24e04,IN,2023-01-06,2023-01-18,delayed,BlueDart
1f6c6934,IN,2023-08-23,2023-08-28,delivered,UPS
2f175f45,SG,2023-09-16,2023-09-22,delivered,FedEx
efddc256,AU,2023-12-11,2023-12-13,delivered,FedEx
e1c7a212,DE,2023-11-27,2023-12-05,delayed,UPS
73dfb51c,ZA,2023-01-25,2023-02-09,delayed,Aramex
535e6889,BR,2023-05-06,,cancelled,BlueDart
7f5999f9,BR,2023-02-16,2023-02-20,delivered,UPS
b247b500,IN,2023-03-11,2023-03-16,delivered,UPS
ef2ad08b,AU,2023-09-02,2023-09-06,delivered,UPS
85d78743,CA,2023-02-25,2023-03-03,delivered,FedEx
a1981c84,SG,2023-08-14,2023-08-20,delivered,UPS
cda21f12,ZA,2023-08-21,2023-08-23,delivered,DHL
25eea82b,FR,2023-09-05,,cancelled,BlueDart
9513ee79,BR,2023-02-01,,cancelled,Aramex
8665a98e,DE,2023-12-06,2023-12-08,delivered,Aramex
331696c1,AU,2023-02-08,,cancelled,FedEx
0a7d7f49,BR,2023-02-21,2023-03-08,delayed,UPS
f78facd5,SG,2023-12-09,2023-12-14,delivered,BlueDart
831cf483,DE,2023-08-18,2023-08-21,delivered,Aramex
6d37c266,SG,2023-12-05,2023-12-17,delayed,BlueDart
1ac781d4,CA,2023-09-09,2023-09-21,delayed,UPS
2b252e7c,ZA,2023-10-22,2023-10-25,delivered,BlueDart
5c237a20,SG,2023-08-12,2023-08-18,delivered,BlueDart
554959a9,BR,2023-06-28,2023-07-05,delivered,DHL
76def9e1,ZA,2023-07-08,2023-07-22,delayed,FedEx
bee20536,CA,2023-12-16,2023-12-30,delayed,BlueDart
5469e06d,UK,2023-08-02,2023-08-08,delivered,UPS
4d654313,IN,2023-08-04,2023-08-09,delivered,FedEx
ff979387,UK,2023-07-28,2023-07-31,delivered,FedEx
861b7d1a,BR,2023-05-11,2023-05-16,delivered,FedEx
650c56ae,CA,2023-11-28,2023-12-02,delivered,BlueDart
2658dedf,SG,2023-01-20,2023-01-27,delivered,UPS
30f03d33,DE,2023-12-03,2023-12-05,delivered,FedEx
113c8654,BR,2023-03-23,2023-03-25,delivered,FedEx
0aabb3c9,CA,2023-01-10,2023-01-15,delivered,DHL
95652e39,DE,2023-09-14,2023-09-17,delivered,DHL
8ac82b56,UK,2023-02-20,2023-03-03,delayed,BlueDart
480d9b2e,ZA,2023-03-08,2023-03-12,delivered,BlueDart
8442089a,FR,2023-11-01,2023-11-16,delayed,UPS
fa837048,SG,2023-03-03,2023-03-07,delivered,Aramex
b785fafa,FR,2023-11-14,2023-11-19,delivered,UPS
48ddacb0,DE,2023-07-28,2023-07-31,delivered,BlueDart
f789b04d,ZA,2023-06-19,2023-06-26,delivered,UPS
aa3bc84c,US,2023-11-13,2023-11-19,delivered,FedEx
